"label","text"
"ham","Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply.."
"spam","You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!"
"ham","It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure"
"spam","Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)"
"spam","5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870."
"ham","Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!"
"ham","There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?"
"ham","it's really getting me down just hanging around."
"spam","Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
"ham","""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic"""
"ham","Ok i msg u b4 i leave my house."
"spam","Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
"spam","FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone"
"spam","You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX"
"ham","K I'll be there before 4."
"ham","So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint"
"spam","Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16"
"spam","U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
"spam","SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
"spam","25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity."
"ham","Hmm .. Bits and pieces lol ... *sighs* ..."
"ham","Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
"ham","Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola"
"spam","U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901"
"spam","Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
"ham","Surely result will offer:)"
"ham","Good Morning my Dear........... Have a great &amp; successful day."
"spam","Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow"
"ham","Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
"spam","We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed"
"spam","Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP"
"ham","I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx"
"spam","Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
"ham","I am in office:)whats the matter..msg me now.i will call you at break:)."
"ham","Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
"spam","Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
"ham","U reach orchard already? U wan 2 go buy tickets first?"
"ham","No da if you run that it activate the full version da."
"ham","Stop the story. I've told him i've returned it and he's saying i should not re order it."
"spam","Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet."
"spam","Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins"
"spam","PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04"
"spam","Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r"
"spam","What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!"
"ham","Its going good...no problem..but still need little experience to understand american customer voice..."
"spam","Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
"ham","Are you in castor? You need to see something"
"spam","Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone"
"spam","U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565"
"spam","U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08"
"spam","Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content."
"ham","see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
"ham","Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive"
"ham","I am great princess! What are you thinking about me? :)"
"ham","It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one."
"ham","Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;"
"ham","Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
"ham","Hope you are having a good week. Just checking in"
"ham","I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
"spam","Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
"ham","We're all getting worried over here, derek and taylor have already assumed the worst"
"ham","Hey what's up charles sorry about the late reply."
"spam","all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
"ham","WHITE FUDGE OREOS ARE IN STORES"
"spam","January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
"ham","Call me da, i am waiting for your call."
"ham","I could ask carlos if we could get more if anybody else can chip in"
"ham","When u wana see it then"
"ham","It shall be fine. I have avalarr now. Will hollalater"
"ham","Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com"
"ham","K, wait chikku..il send aftr  &lt;#&gt; mins"
"ham","Oh all have to come ah?"
"spam","money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy"
"ham","So do you have samus shoulders yet"
"spam","Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
"ham","Then dun wear jeans lor..."
"spam","Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
"ham","Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh."
"spam","How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)"
"ham","And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed"
"ham","I cant wait to see you! How were the photos were useful? :)"
"spam","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1"
"ham","Awesome, lemme know whenever you're around"
"ham","Shb b ok lor... Thanx..."
"spam","Filthy stories and GIRLS waiting for your"
"ham","My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!"
"ham","U sure u can't take any sick time?"
"spam","URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only"
"ham","Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me."
"ham","I am not sure about night menu. . . I know only about noon menu"
"ham","It wont b until 2.15 as trying 2 sort house out, is that ok?"
"ham","Eh u send wrongly lar..."
"ham","Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing"
"ham","Another month. I need chocolate weed and alcohol."
"ham","If he started searching he will get job in few days.he have great potential and talent."
"spam","Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
"ham","Carlos says he'll be at mu in  &lt;#&gt;  minutes"
"ham","I'm in office now . I will call you  &lt;#&gt;  min:)"
"ham","Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
"ham","Ugh. Gotta drive back to sd from la. My butt is sore."
"ham","The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas..."
"ham","Change again... It's e one next to escalator..."
"ham","Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?"
"spam","Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!"
"ham","Give me a sec to think think about it"
"spam","Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout"
"ham","I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?"
"ham","Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
